id_expedicion,codigo_pico,Año,host,Temporada,nombre_Temporada,Pais,Lideres,Exito,motivo_terminacion,altitud,cupo,Muertes,Accidente,Ruta,Fecha,Dia_Mas_Alto
EVER21120,EVER,2021,Nepal,1,Primavera,Reino Unidoraine,Valentyn Sypavin,Sí,Expedicion Completada(Pico Principal),8849,11,0,Desconocido,S Col-SE Ridge,2021/04/25,2021/05/23
EVER21121,EVER,2021,Nepal,1,Primavera,Canada,Elia Saikaly,Sí,Expedicion Completada(Pico Principal),8849,17,0,Desconocido,S Col-SE Ridge,2021/03/20,2021/05/11
EVER21122,EVER,2021,Nepal,1,Primavera,Estados Unidos,Dan Mazur,Sí,Expedicion Completada(Pico Principal),8849,16,0,Desconocido,S Col-SE Ridge,2021/04/16,2021/05/24
EVER21123,EVER,2021,Nepal,1,Primavera,Baréin,"Richard McConnell, Christopher Burrows",Sí,Expedicion Completada(Pico Principal),8849,66,0,Desconocido,S Col-SE Ridge,2021/05/11,2021/05/11
EVER21124,EVER,2021,Nepal,1,Primavera,Paises Bajos,Arnold Coster,Sí,Expedicion Completada(Pico Principal),8849,18,0,Desconocido,S Col-SE Ridge,2021/04/15,2021/06/01
EVER21125,EVER,2021,Nepal,1,Primavera,India,Umesh Zirpe,Sí,Expedicion Completada(Pico Principal),8849,72,2,Desconocido,S Col-SE Ridge,2021/05/11,2021/05/11
EVER21126,EVER,2021,Nepal,1,Primavera,Nepal,Pasang Phurba Sherpa,Sí,Expedicion Completada(Pico Principal),8849,12,0,Desconocido,S Col-SE Ridge,2021/05/11,2021/05/11
EVER21128,EVER,2021,Nepal,1,Primavera,China,Zhang Wei,Sí,Expedicion Completada(Pico Principal),8849,23,1,Desconocido,S Col-SE Ridge,2021/04/28,2021/05/11
EVER21129,EVER,2021,Nepal,1,Primavera,China,Song Yu-Jiang,Sí,Expedicion Completada(Pico Principal),8849,20,0,Desconocido,S Col-SE Ridge,2021/04/27,2021/05/11
EVER21130,EVER,2021,Nepal,1,Primavera,Estados Unidos,Craig Van Hoy,Sí,Expedicion Completada(Pico Principal),8849,14,0,Desconocido,S Col-SE Ridge,2021/04/26,2021/05/23
EVER21131,EVER,2021,Nepal,1,Primavera,India,Harshvardhan Joshi,Sí,Expedicion Completada(Pico Principal),8849,16,0,Desconocido,S Col-SE Ridge,2021/04/12,2021/05/12
EVER21132,EVER,2021,Nepal,1,Primavera,Nepal,Mingma Gyalje Sherpa,Sí,Expedicion Completada(Pico Principal),8849,16,0,Desconocido,S Col-SE Ridge,2021/04/29,2021/05/12
EVER21133,EVER,2021,Nepal,1,Primavera,India,Manish Kashniyal,Sí,Expedicion Completada(Pico Principal),8849,7,0,Desconocido,S Col-SE Ridge,2021/04/15,2021/05/31
EVER21134,EVER,2021,Nepal,1,Primavera,India,Dinesh Kotkar,Sí,Expedicion Completada(Pico Principal),8849,8,0,Desconocido,S Col-SE Ridge,2021/05/12,2021/05/12
EVER21135,EVER,2021,Nepal,1,Primavera,Nepal,Binod Mani Rai,Sí,Expedicion Completada(Pico Principal),8849,5,0,Desconocido,S Col-SE Ridge,2021/05/31,2021/05/31
EVER21136,EVER,2021,Nepal,1,Primavera,Francia,Jonathan Lamy,Sí,Expedicion Completada(Pico Principal),8849,11,0,Desconocido,S Col-SE Ridge,2021/04/15,2021/05/23
EVER21137,EVER,2021,Nepal,1,Primavera,Rumania,Maria Danila,Sí,Expedicion Completada(Pico Principal),8849,26,0,Heridas Leves,S Col-SE Ridge,2021/04/11,2021/05/23
EVER21138,EVER,2021,Nepal,1,Primavera,Taiwan,Tseng K-Erh (Grace),Sí,Expedicion Completada(Pico Principal),8849,7,0,Desconocido,S Col-SE Ridge,2021/04/23,2021/05/12
EVER21139,EVER,2021,Nepal,1,Primavera,Nepal,Nirmal Purja,Sí,Expedicion Completada(Pico Principal),8849,18,0,Desconocido,S Col-SE Ridge,2021/05/31,2021/05/31
EVER21140,EVER,2021,Nepal,1,Primavera,Brasil,Carlos Santalena,Sí,Expedicion Completada(Pico Principal),8849,15,0,Desconocido,S Col-SE Ridge,2021/04/17,2021/05/23
EVER21141,EVER,2021,Nepal,1,Primavera,Estados Unidos,Jacob Schmitz,No,Mal Clima,6500,22,0,Desconocido,S Col-SE Ridge,2021/04/18,2021/04/24
EVER21142,EVER,2021,Nepal,1,Primavera,Reino Unido,Phil Crampton,Sí,Expedicion Completada(Pico Principal),8849,7,0,Desconocido,S Col-SE Ridge,2021/04/24,2021/05/24
EVER21143,EVER,2021,Nepal,1,Primavera,Francia,Bernard Muller,No,Mal Clima,7000,22,0,Desconocido,S Col-SE Ridge,2021/04/13,2021/05/08
EVER21144,EVER,2021,Nepal,1,Primavera,Bielorrusia,Sviatlana Kuzkova,Sí,Expedicion Completada(Pico Principal),8849,2,0,Desconocido,S Col-SE Ridge,2021/05/23,2021/05/23
EVER21145,EVER,2021,Nepal,1,Primavera,Nepal,Ram Sharan Upreti,Sí,Expedicion Completada(Pico Principal),8849,8,0,Desconocido,S Col-SE Ridge,2021/04/20,2021/05/23
EVER21146,EVER,2021,Nepal,1,Primavera,Nepal,Purna Kumar Sherpa,Sí,Expedicion Completada(Pico Principal),8849,3,0,Desconocido,S Col-SE Ridge,2021/05/23,2021/05/23
EVER21147,EVER,2021,Nepal,1,Primavera,Nepal,Namgya Sherpa,No,"Enfermedad, mal de altura, agotamiento o congelación.",6600,2,0,Desconocido,S Col-SE Ridge,2021/04/20,2021/05/06
EVER21149,EVER,2021,Nepal,1,Primavera,Rusia,Oxana Morneva,Sí,Expedicion Completada(Pico Principal),8849,3,0,Desconocido,S Col-SE Ridge,2021/05/11,2021/05/11
EVER21150,EVER,2021,Nepal,1,Primavera,Nepal,Chatur Tamang,Sí,Expedicion Completada(Pico Principal),8849,5,0,Desconocido,S Col-SE Ridge,2021/04/20,2021/05/31
EVER21151,EVER,2021,China,1,Primavera,China,Tsering Samdrup,No,Otro,0,42,0,Desconocido,N Col-NE Ridge,2021/05/14,2021/05/14
EVER21401,EVER,2021,Nepal,4,Invierno,Alemania,Jost Kobusch,No,Mal Clima,6450,1,0,Desconocido,Lho La-W Ridge-N Face (Hornbein Couloir),2021/12/18,2022/01/05
EVER22101,EVER,1922,China,1,Primavera,Reino Unido,Charles G. Bruce,No,"Enfermedad, mal de altura, agotamiento o congelación.",8320,43,7,Avalancha,N Col-N Face,1922/05/01,1922/05/27
EVER22101,EVER,2022,Nepal,1,Primavera,Nepal,Sherpa Rope-Fixing,Sí,Expedicion Completada(Pico Principal),8849,11,0,Desconocido,S Col-SE Ridge,2022/05/07,2022/05/07
EVER22102,EVER,2022,Nepal,1,Primavera,Estados Unidos,Justin Merle,Sí,Expedicion Completada(Pico Principal),8849,31,1,Desconocido,S Col-SE Ridge,2022/04/10,2022/05/12
EVER22103,EVER,2022,Nepal,1,Primavera,Estados Unidos,Mike Hamill,Sí,Expedicion Completada(Pico Principal),8849,53,0,Desconocido,S Col-SE Ridge,2022/04/14,2022/05/12
EVER22104,EVER,2022,Nepal,1,Primavera,Estados Unidos,Dan Mazur,Sí,Expedicion Completada(Pico Principal),8849,31,0,Desconocido,S Col-SE Ridge,2022/04/18,2022/05/15
EVER22105,EVER,2022,Nepal,1,Primavera,Nepal,Dawa Steven Sherpa,Sí,Expedicion Completada(Pico Principal),8849,34,0,Desconocido,S Col-SE Ridge,2022/04/14,2022/05/13
EVER22106,EVER,2022,Nepal,1,Primavera,Estados Unidos,Garrett Madison,Sí,Expedicion Completada(Pico Principal),8849,42,0,Desconocido,S Col-SE Ridge,2022/04/12,2022/05/20
EVER22107,EVER,2022,Nepal,1,Primavera,Reino Unido,Kenton Cool,Sí,Expedicion Completada(Pico Principal),8849,9,0,Desconocido,S Col-SE Ridge,2022/04/23,2022/05/15
EVER22108,EVER,2022,Nepal,1,Primavera,Reino Unido,Philip De-Beger,Sí,Expedicion Completada(Pico Principal),8849,12,0,Desconocido,S Col-SE Ridge,2022/04/25,2022/05/14
EVER22109,EVER,2022,Nepal,1,Primavera,Austria,Lukas Furtenbach,Sí,Expedicion Completada(Pico Principal),8849,59,0,Desconocido,S Col-SE Ridge,2022/05/04,2022/05/13
EVER22110,EVER,2022,Nepal,1,Primavera,Reino Unido,Stuart Peacock,Sí,Expedicion Completada(Pico Principal),8849,14,0,Desconocido,S Col-SE Ridge,2022/04/09,2022/05/12
EVER22111,EVER,2022,Nepal,1,Primavera,Reino Unido,Sean James,Sí,Expedicion Completada(Pico Principal),8849,10,0,Desconocido,S Col-SE Ridge,2022/05/13,2022/05/13
EVER22112,EVER,2022,Nepal,1,Primavera,Estados Unidos,Ben Jones,Sí,Expedicion Completada(Pico Principal),8849,11,0,Desconocido,S Col-SE Ridge,2022/04/13,2022/05/18
EVER22113,EVER,2022,Nepal,1,Primavera,Estados Unidos,"Baker Perry, Peter Athans",Sí,Expedicion Completada(Pico Principal),8849,18,0,Desconocido,S Col-SE Ridge,2022/04/13,2022/05/09
EVER22114,EVER,2022,Nepal,1,Primavera,Estados Unidos,Frederick Campbell,Sí,Expedicion Completada(Pico Principal),8849,25,0,Desconocido,S Col-SE Ridge,2022/04/16,2022/05/12
EVER22115,EVER,2022,Nepal,1,Primavera,Rusia,Alex Abramov,Sí,Expedicion Completada(Pico Principal),8849,38,1,Enfermedad,S Col-SE Ridge,2022/04/25,2022/05/12
EVER22116,EVER,2022,Nepal,1,Primavera,Estados Unidos,Hedayet Ali,Sí,Expedicion Completada(Pico Principal),8849,68,0,Desconocido,S Col-SE Ridge,2022/05/12,2022/05/12
EVER22117,EVER,2022,Nepal,1,Primavera,Paises Bajos,Arnold Coster,Sí,Expedicion Completada(Pico Principal),8849,19,0,Desconocido,S Col-SE Ridge,2022/04/15,2022/05/15
EVER22118,EVER,2022,Nepal,1,Primavera,España,Luis Carcavilla,Sí,Expedicion Completada(Pico Principal),8849,3,0,Desconocido,S Col-SE Ridge,2022/05/13,2022/05/20
EVER22119,EVER,2022,Nepal,1,Primavera,Uruguay,Vanessa Estol Garay,Sí,Expedicion Completada(Pico Principal),8849,60,0,Desconocido,S Col-SE Ridge,2022/05/12,2022/05/12
EVER22120,EVER,2022,Nepal,1,Primavera,Nepal,Nirmal Purja,Sí,Expedicion Completada(Pico Principal),8849,53,0,Desconocido,S Col-SE Ridge,2022/05/15,2022/05/15
EVER22121,EVER,2022,Nepal,1,Primavera,India,Sunil Nataraj,Sí,Expedicion Completada(Pico Principal),8849,52,0,Desconocido,S Col-SE Ridge,2022/05/14,2022/05/14
EVER22122,EVER,2022,Nepal,1,Primavera,Nepal,Nga Tenji Sherpa,Sí,Expedicion Completada(Pico Principal),8849,29,0,Desconocido,S Col-SE Ridge,2022/05/14,2022/05/14
EVER22123,EVER,2022,Nepal,1,Primavera,Nepal,Narbin Magar,Sí,Expedicion Completada(Pico Principal),8849,10,1,Desconocido,S Col-SE Ridge,2022/05/21,2022/05/21
EVER22124,EVER,2022,Nepal,1,Primavera,Nepal,Mingma Gyalje Sherpa,Sí,Expedicion Completada(Pico Principal),8849,36,0,Desconocido,S Col-SE Ridge,2022/04/19,2022/05/16
EVER22125,EVER,2022,Nepal,1,Primavera,Francia,Jonatham Lamy,Sí,Expedicion Completada(Pico Principal),8849,32,0,Desconocido,S Col-SE Ridge,2022/05/09,2022/05/09
EVER22126,EVER,2022,Nepal,1,Primavera,India,Hemant Leuva,Sí,Expedicion Completada(Pico Principal),8849,36,0,Desconocido,S Col-SE Ridge,2022/04/02,2022/05/12
EVER22127,EVER,2022,Nepal,1,Primavera,Vietnam,Thanh-Nhien Phan,Sí,Expedicion Completada(Pico Principal),8849,21,0,Desconocido,S Col-SE Ridge,2022/05/12,2022/05/12
EVER22128,EVER,2022,Nepal,1,Primavera,India,Jay Kohlatkar,Sí,Expedicion Completada(Pico Principal),8849,10,0,Desconocido,S Col-SE Ridge,2022/05/12,2022/05/12
EVER22129,EVER,2022,Nepal,1,Primavera,Nepal,Kishor Adhikari,Sí,Expedicion Completada(Pico Principal),8849,16,0,Desconocido,S Col-SE Ridge,2022/04/16,2022/05/12
EVER22130,EVER,2022,Nepal,1,Primavera,Australia,Kevin Farebrother,Sí,Expedicion Completada(Pico Principal),8849,16,0,Desconocido,S Col-SE Ridge,2022/04/16,2022/05/15
EVER22131,EVER,2022,Nepal,1,Primavera,Hungria,Emil Neszmelyi,Sí,Expedicion Completada(Pico Principal),8849,11,0,Desconocido,S Col-SE Ridge,2022/04/13,2022/05/13
EVER22132,EVER,2022,Nepal,1,Primavera,Nepal,Sumit Joshi,Sí,Expedicion Completada(Pico Principal),8849,25,0,Desconocido,S Col-SE Ridge,2022/04/18,2022/05/12
EVER22133,EVER,2022,Nepal,1,Primavera,Reino Unido,Phil Crampton,Sí,Expedicion Completada(Pico Principal),8849,14,0,Desconocido,S Col-SE Ridge,2022/05/12,2022/05/12
EVER22134,EVER,2022,Nepal,1,Primavera,Canada,Nicolas Boily,Sí,Expedicion Completada(Pico Principal),8849,13,0,Desconocido,S Col-SE Ridge,2022/05/12,2022/05/12
EVER22135,EVER,2022,Nepal,1,Primavera,Nepal,"Bishnu Bhusal, Priti Bhusal",Sí,Expedicion Completada(Pico Principal),8849,10,0,Desconocido,S Col-SE Ridge,2022/05/12,2022/05/12
EVER22136,EVER,2022,Nepal,1,Primavera,Estados Unidos,Tenzing Jangbu Sherpa,Sí,Expedicion Completada(Pico Principal),8849,2,0,Desconocido,S Col-SE Ridge,2022/05/01,2022/05/12
EVER22137,EVER,2022,Nepal,1,Primavera,Rusia,Oxana Morneva,Sí,Expedicion Completada(Pico Principal),8849,5,0,Desconocido,S Col-SE Ridge,2022/04/23,2022/05/12
EVER22138,EVER,2022,Nepal,1,Primavera,Nepal,Sagar Sunar,No,Mal Clima,8200,6,0,Desconocido,S Col-SE Ridge,2022/05/15,2022/05/15
EVER22140,EVER,2022,Nepal,1,Primavera,Malasia,Muhammad Hawari Hashim,No,Mal Clima,7600,14,0,Desconocido,S Col-SE Ridge,2022/05/22,2022/05/22
EVER22141,EVER,2022,China,1,Primavera,China,Tsering Samdrup,Sí,Expedicion Completada(Pico Principal),8849,41,0,Desconocido,N Col-NE Ridge,2022/04/30,2022/04/30
EVER22142,EVER,2022,China,1,Primavera,China,Deqing Ouzhu,Sí,Expedicion Completada(Pico Principal),8849,13,0,Desconocido,N Col-NE Ridge,2022/05/04,2022/05/04
EVER22301,EVER,2022,Nepal,3,Otoño,Polonia,Andrzej Bargiel,No,Mal Clima,8000,16,0,Desconocido,S Sol-SE Ridge,2022/09/04,2022/09/22
EVER23101,EVER,2023,Nepal,1,Primavera,Nepal,Sherpa Rope-Fixing,Sí,Expedicion Completada(Pico Principal),8849,9,0,Desconocido,S Col-SE Ridge,2023/05/13,2023/05/13
EVER23102,EVER,2023,Nepal,1,Primavera,Nepal,Mingma Gyalje Sherpa,Sí,Expedicion Completada(Pico Principal),8849,45,3,Desconocido,S Col-SE Ridge,2023/04/14,2023/04/14
EVER23103,EVER,2023,Nepal,1,Primavera,Nepal,Mingma Gyalje Sherpa,Sí,Expedicion Completada(Pico Principal),8849,38,0,Desconocido,S Col-SE Ridge,2023/05/17,2023/05/17
EVER23104,EVER,2023,Nepal,1,Primavera,Estados Unidos,Maxwell Bond,Sí,Expedicion Completada(Pico Principal),8849,21,1,Desconocido,S Col-SE Ridge,2023/05/15,2023/05/15
EVER23105,EVER,2023,Nepal,1,Primavera,Nueva Zelanda,Guy Cotter,Sí,Expedicion Completada(Pico Principal),8849,25,0,Desconocido,S Col-SE Ridge,2023/04/06,2023/05/23
EVER23106,EVER,2023,Nepal,1,Primavera,Estados Unidos,Garrett Madison,Sí,Expedicion Completada(Pico Principal),8849,49,1,Desconocido,S Col-SE Ridge,2023/04/13,2023/05/24
EVER23107,EVER,2023,Nepal,1,Primavera,Reino Unido,Kenton Cool,Sí,Expedicion Completada(Pico Principal),8849,4,0,Desconocido,S Col-SE Ridge,2023/04/28,2023/05/17
EVER23108,EVER,2023,Nepal,1,Primavera,Estados Unidos,Mike Hamill,Sí,Expedicion Completada(Pico Principal),8849,86,0,Desconocido,S Col-SE Ridge,2023/04/13,2023/05/17
EVER23109,EVER,2023,Nepal,1,Primavera,Austria,Lukas Furtenbach,Sí,Expedicion Completada(Pico Principal),8849,38,0,Desconocido,S Col-SE Ridge,2023/04/20,2023/05/17
EVER23110,EVER,2023,Nepal,1,Primavera,Nepal,Dawa Steven Sherpa,Sí,Expedicion Completada(Pico Principal),8849,40,2,Desconocido,S Col SE Ridge,2023/04/13,2023/05/19
EVER23111,EVER,2023,Nepal,1,Primavera,China,Tao Chen,Sí,Expedicion Completada(Pico Principal),8849,41,0,Desconocido,S Col-SE Ridge,2023/05/18,2023/05/18
EVER23112,EVER,2023,Nepal,1,Primavera,Reino Unido,David O'Brien,Sí,Expedicion Completada(Pico Principal),8849,24,0,Desconocido,S Col-SE Ridge,2023/04/15,2023/05/24
EVER23113,EVER,2023,Nepal,1,Primavera,Estados Unidos,Ben Jones,Sí,Expedicion Completada(Pico Principal),8849,31,0,Desconocido,S Col-SE Ridge,2023/04/17,2023/05/24
EVER23114,EVER,2023,Nepal,1,Primavera,Estados Unidos,Baker Perry,Sí,Expedicion Completada(Pico Principal),8849,8,0,Desconocido,S Col-SE Ridge,2023/04/17,2023/05/15
EVER23115,EVER,2023,Nepal,1,Primavera,Rumania,Anca Racatean,Sí,Expedicion Completada(Pico Principal),8849,47,0,Desconocido,S Col-SE Ridge,2023/05/17,2023/05/17
EVER23116,EVER,2023,Nepal,1,Primavera,China,Song Yu-Jiang,Sí,Expedicion Completada(Pico Principal),8849,37,1,Desconocido,S Col-SE Ridge,2023/05/17,2023/05/17
EVER23117,EVER,2023,Nepal,1,Primavera,Reino Unidoraine,Valentyn Sypavin,Sí,Expedicion Completada(Pico Principal),8849,16,0,Desconocido,S Col-SE Ridge,2023/04/23,2023/05/19
EVER23118,EVER,2023,Nepal,1,Primavera,Mongolia,Zolbookhuu Ombo,Sí,Expedicion Completada(Pico Principal),8849,8,0,Desconocido,S Col-SE Ridge,2023/05/17,2023/05/17
EVER23119,EVER,2023,Nepal,1,Primavera,Rusia,Victor Volodine,Sí,Expedicion Completada(Pico Principal),8849,10,0,Desconocido,S Col-SE Ridge,2023/05/19,2023/05/19
EVER23120,EVER,2023,Nepal,1,Primavera,Rusia,Alex Abramov,Sí,Expedicion Completada(Pico Principal),8849,30,0,Desconocido,S Col-SE Ridge,2023/04/23,2023/05/18
EVER23121,EVER,2023,Nepal,1,Primavera,Dinamarca,Marco Evaristi Sarovic,Sí,Expedicion Completada(Pico Principal),8849,60,2,Desconocido,S Col-SE Ridge,2023/05/17,2023/05/17
EVER23122,EVER,2023,Nepal,1,Primavera,Iran,Samad Babazadeh Anari,Sí,Expedicion Completada(Pico Principal),8849,44,0,Desconocido,S Col-SE Ridge,2023/05/16,2023/05/16
EVER23123,EVER,2023,Nepal,1,Primavera,Paises Bajos,Arnold Coster,Sí,Expedicion Completada(Pico Principal),8849,13,0,Desconocido,S Col-SE Ridge,2023/04/18,2023/05/15
EVER23124,EVER,2023,Nepal,1,Primavera,Noruega,Kristin Harila,Sí,Expedicion Completada(Pico Principal),8849,2,0,Desconocido,S Col-SE Ridge,2023/05/23,2023/05/23
EVER23125,EVER,2023,Nepal,1,Primavera,España,Kilian Jornet,No,Accidente,8200,3,0,Desconocido,W Ridge-Hornbein Couloir,2023/05/15,2023/05/22
EVER23126,EVER,2023,Nepal,1,Primavera,Kirguistán,Kadyrakun Nurmamatov,Sí,Expedicion Completada(Pico Principal),8849,63,0,Desconocido,S Col-SE Ridge,2023/05/15,2023/05/15
EVER23127,EVER,2023,Nepal,1,Primavera,Reino Unido,Nirmal Purja,Sí,Expedicion Completada(Pico Principal),8849,62,0,Desconocido,S Col-SE Ridge,2023/05/16,2023/05/16
EVER23128,EVER,2023,Nepal,1,Primavera,China,Luo Biao,Sí,Expedicion Completada(Pico Principal),8849,22,0,Desconocido,S Col-SE Ridge,2023/05/18,2023/05/18
EVER23129,EVER,2023,Nepal,1,Primavera,China,"Shi Lei, Zhang Bao-Long",Sí,Expedicion Completada(Pico Principal),8849,26,0,Desconocido,S Col-SE Ridge,2023/05/18,2023/05/18
EVER23130,EVER,2023,Nepal,1,Primavera,India,Narender Kumar,Sí,Expedicion Completada(Pico Principal),8849,30,2,Desconocido,S Col-SE Ridge,2023/05/17,2023/05/17
EVER23131,EVER,2023,Nepal,1,Primavera,Nepal,Sangita Kumari Rokaya,Sí,Expedicion Completada(Pico Principal),8849,4,0,Desconocido,S Col-SE Ridge,2023/05/17,2023/05/17
EVER23132,EVER,2023,Nepal,1,Primavera,Estados Unidos,Michael King,Sí,Expedicion Completada(Pico Principal),8849,39,0,Desconocido,S Col-SE Ridge,2023/04/24,2023/05/15
EVER23133,EVER,2023,Nepal,1,Primavera,Bosnia-Herzegovina,Tomislav Cvitanusic,Sí,Expedicion Completada(Pico Principal),8849,32,0,Desconocido,S Col-SE Ridge,2023/05/17,2023/05/17
EVER23134,EVER,2023,Nepal,1,Primavera,Polonia,Tomasz Kobielski,Sí,Expedicion Completada(Pico Principal),8849,36,0,Desconocido,S Col-SE Ridge,2023/05/17,2023/05/17
EVER23135,EVER,2023,Nepal,1,Primavera,Nepal,Chatur Tamang,Sí,Expedicion Completada(Pico Principal),8849,6,0,Desconocido,S Col-SE Ridge,2023/05/15,2023/05/15
EVER23136,EVER,2023,Nepal,1,Primavera,Estados Unidos,Ryan Waters,Sí,Expedicion Completada(Pico Principal),8849,14,0,Desconocido,S Col-SE Ridge,2023/04/15,2023/05/22
EVER23137,EVER,2023,Nepal,1,Primavera,Vietnam,Thanh Nhien Phan,Sí,Expedicion Completada(Pico Principal),8849,30,1,Desconocido,S Col-SE Ridge,2023/05/15,2023/05/15
EVER23138,EVER,2023,Nepal,1,Primavera,Reino Unido,Phil Crampton,Sí,Expedicion Completada(Pico Principal),8849,11,0,Desconocido,S Col-SE Ridge,2023/04/22,2023/05/19
EVER23139,EVER,2023,Nepal,1,Primavera,Reino Unido,Samiur Rashid,Sí,Expedicion Completada(Pico Principal),8849,17,0,Desconocido,S Col-SE Ridge,2023/05/17,2023/05/17
EVER23140,EVER,2023,Nepal,1,Primavera,Nepal,Susan Thapa Magar,Sí,Expedicion Completada(Pico Principal),8849,20,0,Desconocido,S Col-SE Ridge,2023/05/19,2023/05/19
EVER23141,EVER,2023,Nepal,1,Primavera,Canada,Nicolas Boily,Sí,Expedicion Completada(Pico Principal),8849,8,0,Desconocido,S Col-SE Ridge,2023/05/17,2023/05/17
EVER23142,EVER,2023,Nepal,1,Primavera,Nepal,Lhakpa Sonam Sherpa,Sí,Expedicion Completada(Pico Principal),8849,5,0,Desconocido,S Col-SE Ridge,2023/05/17,2023/05/17
EVER23143,EVER,2023,Nepal,1,Primavera,Japon,Hiroyuki Kuraoka,Sí,Expedicion Completada(Pico Principal),8849,14,0,Desconocido,S Col-SE Ridge,2023/04/18,2023/05/18
EVER23144,EVER,2023,Nepal,1,Primavera,Francia,Michel Viso,Sí,Expedicion Completada(Pico Principal),8849,10,1,Desconocido,S Col-SE Ridge,2023/05/18,2023/05/18
EVER23145,EVER,2023,Nepal,1,Primavera,Austria,Andreas Neuschmid,No,Mal Clima,8500,6,0,Desconocido,S Col-SE Ridge,2023/04/20,2023/05/18
EVER23146,EVER,2023,Nepal,1,Primavera,Nepal,Ranjit Kumar Shah,No,Accidente,8750,2,2,Desconocido,S Col-SE Ridge,2023/05/25,2023/05/25
EVER23147,EVER,2023,Nepal,1,Primavera,Nepal,Kishor Adhikari,Sí,Expedicion Completada(Pico Principal),8849,16,2,Desconocido,S Col-SE Ridge,2023/05/15,2023/05/15
EVER23148,EVER,2023,Nepal,1,Primavera,Nepal,Purushottam Sundas,Sí,Expedicion Completada(Pico Principal),8849,2,0,Desconocido,S Col-SE Ridge,2023/05/16,2023/05/16
EVER23149,EVER,2023,China,1,Primavera,China,Tsering Samdrup,Sí,Expedicion Completada(Pico Principal),8849,34,0,Desconocido,N Col-NE Ridge,2023/05/22,2023/05/22
EVER23150,EVER,2023,China,1,Primavera,China,Scientific Staff,No,Otro,8830,8,0,Desconocido,N Col-NE Ridge,2023/05/23,2023/05/23
EVER23301,EVER,2023,China,3,Otoño,Estados Unidos,Conrad Anker,No,Otro,7500,5,0,Desconocido,N Face (Hornbein Couloir),2023/10/07,2023/10/07
EVER24101,EVER,1924,China,1,Primavera,Reino Unido,Edward F. Norton,No,Accidente,8600,51,4,Enfermedad,N Col-N Face (Norton to 8570m),1924/04/28,1924/06/08
EVER24101,EVER,2024,Nepal,1,Primavera,Nepal,Sherpa Rope-Fixing,Sí,Expedicion Completada(Pico Principal),8849,10,0,Desconocido,S Col-SE Ridge,2024/05/10,2024/05/10
EVER24102,EVER,2024,Nepal,1,Primavera,China,Li Yin-Yong,Sí,Expedicion Completada(Pico Principal),8849,65,0,Desconocido,S Col-SE Ridge,2024/05/12,2024/05/12
EVER24103,EVER,2024,Nepal,1,Primavera,Italia,Mateo Bonalumi,Sí,Expedicion Completada(Pico Principal),8849,52,2,Desconocido,S Col-SE Ridge,2024/05/12,2024/05/12
EVER24104,EVER,2024,Nepal,1,Primavera,China,Li Zong-Li,Sí,Expedicion Completada(Pico Principal),8849,42,0,Desconocido,S Col-SE Ridge,2024/05/19,2024/05/19
EVER24105,EVER,2024,Nepal,1,Primavera,Kirguistán,Ilim Karypbekov,Sí,Expedicion Completada(Pico Principal),8849,38,0,Desconocido,S Col-SE Ridge,2024/05/12,2024/05/12
EVER24106,EVER,2024,Nepal,1,Primavera,Nepal,Nirmal Purja,Sí,Expedicion Completada(Pico Principal),8849,43,0,Desconocido,S Col-SE Ridge,2024/05/20,2024/05/20
EVER24107,EVER,2024,Nepal,1,Primavera,Nepal,Suraj Paudel,Sí,Expedicion Completada(Pico Principal),8849,2,0,Desconocido,S Col-SE Ridge,2024/05/20,2024/05/20
EVER24108,EVER,2024,Nepal,1,Primavera,Nepal,Mingma Gyalje Sherpa,Sí,Expedicion Completada(Pico Principal),8849,63,0,Desconocido,S Col-SE Ridge,2024/04/20,2024/05/12
EVER24109,EVER,2024,Nepal,1,Primavera,Reino Unidoraine,Valentyn Sypavin,Sí,Expedicion Completada(Pico Principal),8849,86,5,Desconocido,S Col-SE Ridge,2024/05/11,2024/05/11
EVER24110,EVER,2024,Nepal,1,Primavera,Nepal,DJ Tenzing Sherpa,Sí,Expedicion Completada(Pico Principal),8849,12,0,Desconocido,S Col-SE Ridge,2024/05/19,2024/05/19
EVER24111,EVER,2024,Nepal,1,Primavera,Rusia,Alex Abramov,Sí,Expedicion Completada(Pico Principal),8849,50,0,Desconocido,S Col-SE Ridge,2024/05/17,2024/05/17
EVER24112,EVER,2024,Nepal,1,Primavera,China,Zhang Bao-Long,Sí,Expedicion Completada(Pico Principal),8849,26,0,Desconocido,S Col-SE Ridge,2024/05/19,2024/05/19
EVER24113,EVER,2024,Nepal,1,Primavera,Nepal,Mingma Dorchi Sherpa,Sí,Expedicion Completada(Pico Principal),8849,40,0,Desconocido,S Col-SE Ridge,2024/05/20,2024/05/20
EVER24114,EVER,2024,Nepal,1,Primavera,Polonia,Karol Adamski,Sí,Expedicion Completada(Pico Principal),8849,27,0,Desconocido,S Col-SE Ridge,2024/05/19,2024/05/19
EVER24115,EVER,2024,Nepal,1,Primavera,Estados Unidos,Mike Hamill,Sí,Expedicion Completada(Pico Principal),8849,89,0,Desconocido,S Col-SE Ridge,2024/05/13,2024/05/13
EVER24116,EVER,2024,Nepal,1,Primavera,Estados Unidos,Ben Jones,Sí,Expedicion Completada(Pico Principal),8849,36,0,Desconocido,S Col-SE Ridge,2024/04/15,2024/05/23
